,food,store_name,addr,tel,re_rank1,re_rank2,re_rank3,re_rank4,re_rank5,re_visitor
759,막국수,처가집,서울 중구 동호로11가길 22,02-2235-4589,음식이 맛있어요 98,친절해요 54,특별한 메뉴가 있어요 39,재료가 신선해요 30,인테리어가 멋져요 27,"근처에 서성거리다가 12시 딱맞춰 들어갔는데 조금 일찍 도착해도 받아주시는 것 같아요ㅎㅎ토요일 12시 기준 웨이팅 없었고 메뉴도 금방 나왔습니다! 백숙1 비빔막국수1 두명이서 배부르게 먹었어요!! 너무 맛있어요ㅠㅠ닭도 부드럽고 촉촉하고 담백하니 맛있고, 막국수는 메밀면식감 이었는데 삼삼하니 맛있었어요!사장님 너무너무 친절하셔서 정말 기분 좋게 식사하고 왔습니다! 부모님 모시고 가도 좋을 것 같고, 단체회식하기에도 좋아보여요!"
760,막국수,뱅뱅막국수,"서울 강남구 도곡로 112 서한빌딩, 1층",0507-1392-4848,음식이 맛있어요 1198,특별한 메뉴가 있어요 494,친절해요 458,재료가 신선해요 437,매장이 청결해요 294,들기름막국수 세트 & 참기름 막국수 세트 먹었는데 너무 고소하고 맛있어요 들기름막국수는 감태가 같이 나와 싸먹으면 더 감칠맛이 배가 되네요! 다음엔 기름떡볶이도 시켜보고 싶어요! 재방문 의사 있어요~^^!!!!
761,막국수,호족반 청담,서울 강남구 언주로164길 39 1층,0507-1399-3353,음식이 맛있어요 975,특별한 메뉴가 있어요 565,친절해요 372,재료가 신선해요 192,매장이 청결해요 165,"요새 들기름 메밀국수에 빠졌는데 들기름 메밀국수 맛집이에요~!! 들기름 메밀국수, 바삭 새우 만두, 갈비곰탕 시켰는데 다 맛있었어요! 특히 바삭 새우 만두가 너무 맛있어서 놀랐어요갈비탕에 우대갈비가 들어있어 고기도 큼지막하고 부드럽고 잡내도 안나고 너무 맛있었어요! 원래 갈비탕 안좋아하는데 여기 갈비탕은 너무 맛나게 먹었네요.어머니랑 방문했는데 어머니도 다 맛있다고 좋아하셨어요!직원분들도 친절하시고 신사 맛집으로 강추합니다"
762,막국수,계류관,"서울 중구 퇴계로87길 15-17 102호, 103호",0507-1351-6189,음식이 맛있어요 747,특별한 메뉴가 있어요 421,친절해요 331,재료가 신선해요 220,매장이 청결해요 183,신당 맛집 계류관 다녀왔어요! 역시나 참숯통닭 종맛탱입니다 한방통닭도 몇번 가봤는데 여기가 더 찰진거 같아요 막걸리랑 먹으면 궁합 최고 ㅜㅜㅜ 계류관 먹고 이포어묵 포장하면 신당 먹코스 뚝딱입니다 또 먹으러갈게요!!!!
763,막국수,박재성의 메밀숯불닭갈비,서울 관악구 신원로 40-16 1층,02-887-1236,음식이 맛있어요 1658,친절해요 1125,매장이 청결해요 747,특별한 메뉴가 있어요 647,가성비가 좋아요 587,여긴 계속 찜해놓고 있다가 벼르다가 방문했는데메밀막국수랑 닭갈비랑 닭목살 닭치맛살 메밀전....하나같이 다 맛있었음...!! 비빔막국수 달달매콤 완전 내스타일!!찐으로 맛있어서 계속 더 추가해서 먹다보니 배터짐....메밀전 가성비 오짐...!! 꼭 메밀전이랑 비빔막국 추가해서 드셔보시길 강추...!
764,막국수,남경막국수,서울 송파구 석촌호수로 74 잠실엘타워1층 남경막국수,0507-1349-0069,음식이 맛있어요 512,특별한 메뉴가 있어요 213,재료가 신선해요 156,친절해요 142,양이 많아요 72,"들막 맛있아요면발자체도 쫀쫀 탱탱 - !!!!!!!남친이 용인의 고기리 좋아해서 저를 막국수 세계로 입문 시켰는데저는 ㄱㄱㄹ보다 여기가 훨~~~ 씬 맛있네요ㅠㅠㅠㅠㅠࡇㅠ 전맛탱구리슴슴하기보다는 , 다채로운 맛 이에요"
765,막국수,바이춘천 송리단길점,서울 송파구 백제고분로41길 13 1층 102호,0507-1486-1393,음식이 맛있어요 570,친절해요 304,매장이 청결해요 281,인테리어가 멋져요 188,특별한 메뉴가 있어요 173,거두절미하고 요기 닭갈비 칭차 맛있어요 찐 송리단길 닭갈비 맛집이라구 생각됩니당 뭔가 닭갈비하면 냄새밸거같구 친한 친구들하고 가야할거 같고 그런데 매장도 깔끔하고 초벌되어서 나와서 직접 구워먹더라도 번거로움이 덜해요>_<! 사이드메뉴들 존맛탱구리니까 꼮꼮시키시구여(셋다마싯어요ㅠㅠㅠ근데 볶음밥은 무조건 필수주문하기!) 닭갈비는 세가지 다 맛있는데 1인분씩 섞어서 시킨담에 뎌 선호해는걸로 추가주문하심 될거같지만 배불러서 못하실거예여 저희가 그랫거든욯ㅎㅎㅎㅎㅎ 암튼 진짜 다맛도리니까 방문 추천드림다
766,막국수,샘밭막국수,서울 서초구 서초중앙로24길 27 G5센트럴프라자 지하1층,02-585-1702,음식이 맛있어요 595,매장이 넓어요 160,재료가 신선해요 150,친절해요 105,매장이 청결해요 102,분위기 어수선하고 음식 디테일이 떨어지내요. 본점&판교점 보다~
767,막국수,봉평옹심이메밀칼국수,서울 마포구 만리재옛길 19 1층 봉평옹심이메밀칼국수,0507-1351-0058,음식이 맛있어요 782,친절해요 298,특별한 메뉴가 있어요 213,양이 많아요 208,재료가 신선해요 181,고소한 국물맛에 쫄깃한 옹심이 너무맛있었어요막국수 옹심이 모두 개존맛 ㅎ 만두는 화룡정점~~~ 가성비까지 좋으니 너무좋더라고요.. 우리동네도 있으면 좋겠다.. ㅎ그래서 마포올일있음 꼭들릴라고요담에 또와서 먹어야지 맛있게 잘먹었습니다 ㅎ
768,막국수,성천막국수 논현점,서울 서초구 강남대로 545-12 106호,02-548-5529,음식이 맛있어요 341,특별한 메뉴가 있어요 136,혼밥하기 좋아요 125,가성비가 좋아요 83,재료가 신선해요 78,"성시경 먹을텐데 보고 갔는데 평소 평양냉면, 막국수 를 너무 좋아해서 갔는데 맛있게먹고 왔네요물냉이 좀 신겁다 할수 있겠지만 성시경이 말한 느낌이 뭔지 알꺼 같았고 비냉은 확실히 고소하고 맛있었습니다.제육 고기 양이 좀 적어서 아쉽긴 하지만 그래도 맛있게 질 먹었습니다."
769,막국수,고성막국수,서울 강서구 방화대로49길 6-7,02-2665-1205,음식이 맛있어요 394,재료가 신선해요 114,양이 많아요 94,특별한 메뉴가 있어요 93,친절해요 83,강서구 방화동에 있는 막국수 전문점. 티브이에도 많이 나왔고 동치미 막국수로 서울에선 여기 만한데도 별로 없다. 물막국수가 내취향이고 국물이 아주아주 시원하고 여름에도 시원하다. 면도 나쁘지는 않다. 면이랑 고명을 따로 내주고 동치미 국물도 따로 주니 취향껏 부어먹으면 된다. 설탕이랑 겨자도 구비되어 있다.수육은 그닥 좋다고는 할 수 없지만 명태회를 같이 내줘서 먹을만은하다. 술안주로는 괜찮을듯. 특이하게도 배다리 막걸리를 판다.막국수는 가끔 그 맛이 생각나서 지나가다 근처에 있으면 찾아가서 먹고가곤 한다. 빌라촌 골목길에 있어서 주차하기가 힘들다. 멀찍히 대놓고 걸어가는 걸 추천한다.가게가 크거나 굉장히 맛있고 그런 건 아니지만 그냥 알고 있으면 좋은 집이다. 여름엔 웨이팅이 있을 수 있다.
770,막국수,녹원쌈밥 연희점,서울 서대문구 연희로25길 22,02-336-9483,음식이 맛있어요 747,재료가 신선해요 474,친절해요 234,양이 많아요 131,가성비가 좋아요 112,"신선한 쌈야채 마음껏 먹을 수 있는 연희동 쌈밥 맛집!제육볶음+오징어볶음+표고버섯의 삼합이 아주 굳굳!같이 나오는 반찬들도 다 맛있고, 쌈야채도 정말 신선하고 건강식 먹고 싶을때 항상 찾게 되는 곳!또 올게요~!!"
771,막국수,당산오돌 본점,서울 영등포구 국회대로37길 6 1층,0507-1401-5592,음식이 맛있어요 537,고기 질이 좋아요 274,특별한 메뉴가 있어요 271,친절해요 219,단체모임 하기 좋아요 140,당산오돌 본점 맛집이라해서 처음방문했는데 고기가 너무 맛있어요 꼬들살은 식감이 너무좋고 고기냄새도 안나고 명이나물에 싸먹어도 맛있고 소금에 찍어먹어도 너무맛있어요 꼬들살 부위가 적게나와 전문점 찾기힘든데 가브리살이랑 밥에 싸먹으면 너무 맛있어요 들깨막국수도 진짜 고소하고 고기에싸먹어도 잘어울려요! 꼬들살 먹고싶을때 또갈께요
772,막국수,팔화당,서울 송파구 송파대로 201 테라타워2차 A동 121호,0507-1350-8566,음식이 맛있어요 469,친절해요 213,고기 질이 좋아요 206,특별한 메뉴가 있어요 157,매장이 넓어요 126,크리스마스라 연인이랑 왔어요! 전에 먹었었는데 자꾸 생각나서 또 왔네요 ㅎㅎ 짜빠게티는 하나도 안느끼하고 조합이 좋네요 ㅎㅎ 고기는 엄청 부드러워요! 직접 구워주셔서 딱 맛있어요!
773,막국수,뽕나무쟁이 선릉본점,서울 강남구 역삼로65길 31,02-558-9279,음식이 맛있어요 1109,매장이 넓어요 184,친절해요 173,단체모임 하기 좋아요 165,양이 많아요 163,3명은 무조건 大자로 주문하세요 야들야들 입에 넣으면 사르르 녹아서 없어져요 껍데기 부분 특히나 좋아하는데 많아서 너무 좋았어요 살코기도 퍽퍽하지 않은 살코기! 매운 족발은 저한테는 좀 많이 매웠어요ㅠ 막국수도 야채 낭낭하게 많이 들어서 쏘 딜리셔스임다
774,막국수,봉평메밀막국수,서울 송파구 석촌호수로 61 트리지움상가 B1,0507-1352-9219,음식이 맛있어요 827,양이 많아요 209,친절해요 181,재료가 신선해요 167,가성비가 좋아요 148,"여기 정말 좋아해서 중딩때부터 25살인 지금까지도 다니고 있는데요~트리지움 안 산지 오래되었지만 꾸준히 찾아가고 있는 맛집이에요.들기름 막국수 주문했는데 양념도 너무 맛있구, 주신 열무김치(?)를 막국수에 넣어 먹으면 배로 맛있어져요.들기름 들어가서 더 고소하고 맛있습니당. 새콤한 맛에,,면도 쫄깃하니 저는 냉면 같은 것보다 여기 막국수가 더 맛있는 것 같아요.수육은 고민하다가 반접시 시켰는데 한접시 시키지 않은 걸 후회했네요 ㅋㅋ진짜 왜이렇게 부드럽고 맛있는거에요?? ㅠ 안 시켰으면 어쩔뻔..다음엔 그냥 한접시 시켜야겠어요.진정 트리지움 맛집이니깐 트리지움 상가 올 일 있는 분들은 꼭 드셔보면 좋겠어요."
775,막국수,시민막국수 숯불닭갈비 서울목동점,서울 양천구 목동동로10길 21-1 골목 안쪽 1층매장,02-2062-4848,음식이 맛있어요 1015,친절해요 525,양이 많아요 427,가성비가 좋아요 412,고기 질이 좋아요 378,"목동 단골 맛집 마늘간장,빨간양념 닭갈비 둘다 너무 맛있어요!! 간장양념먹고 빨간양념추가해서 먹었어요 오랜만에 폭식했네용 ㅋㅋㅋㅋㅋ 막국수랑 닭갈비 조합 최고 된장찌개는 완전 밥도둑이에요 다들 꼭 드셔보시길!! 하이볼은 상콤 달달해서 가볍게 마시기 너무 좋아요 다들 꼭 드셔보세요!!"
776,막국수,평안도족발집,서울 중구 장충단로 174-6,02-2279-9759,음식이 맛있어요 1193,친절해요 316,양이 많아요 202,고기 질이 좋아요 186,재료가 신선해요 184,전국 족발 넘버원..요번에는 소짜 시켰는데 뒷발이라 그런지 중짜때만큼의 감동은 덜했지만 그래도 너무 맛있어요ㅜㅜ그리고 특이하게 쌈장에서 젓갈맛이 살짝 나는데 마늘찍어서 상추쌈 싸먹으면 아주 세상꿀맛입니다 ㅋㅋ막국수는 그.. 상상하던 족발집의 양배추채 쟁반막국수가 아니라 냉면맛이에요설탕은 왜주시나 했는데 듬뿍 넣어도 많이 달지는 않네요 족발맛집인걸로 ㅋㅋㅋ
777,막국수,뚱뚱이할머니집,서울 중구 장충단로 174-1,0507-1333-2714,음식이 맛있어요 805,친절해요 329,양이 많아요 172,매장이 넓어요 155,가성비가 좋아요 121,빅마마콘서트 끝나고 방문했는데 포장 하는 분들 엄청 줄서계시더라구요. 맛집인가 보다 하고 방문했는데 엄청 맛있어요. 남자친구 피셜 장충동에서 제일 괜찮다고 ㅋㅋ 잡내 하나도 없이 야들야들 부들부들 맛있었습니다. 바쁘신대도 친절히 대해주셔서 좋았어요.
778,막국수,양양메밀막국수,서울 서초구 동광로15길 10,02-3482-3738,음식이 맛있어요 251,재료가 신선해요 101,친절해요 88,특별한 메뉴가 있어요 77,매장이 청결해요 66,"미쉐린 가이드 빕구르망에 선정된 집 치고는 점심시간(12시30분)에 방문했는데 매우 한산했습니다. 저희 포함 두 테이블만 손님이 있었어요.이 집의 대표메뉴, ‘회 메밀막국수’ 주문했습니다. 회 메밀막국수에는 명태식해가 고명으로 올라가 있습니다. 국물에 김, 깻가루가 있어요. 국물 간이 세지 않고 슴슴합니다.국물이 미지근합니다. 메밀면을 삶고 찬물에 오래 헹구지 않아 국물 온도에 영향을 준 것 같습니다. 시원한 막국수 국물을 기대했다면 시원하지 않아서 호불호가 갈릴 수 있습니다. 반찬으로 나온 김치와 무절임은 깔끔하고 맛있습니다."
779,막국수,화진포막국수 강동구청점,서울 강동구 성내로10길 12 1층,02-478-1539,음식이 맛있어요 491,재료가 신선해요 126,친절해요 120,특별한 메뉴가 있어요 104,양이 많아요 89,명태식해보쌈 & 들기름 막국수. 보쌈 너무 따뜻하고 맛있어요 명태식해랑 함께 싸먹기... 들기름막국수도 고소한게 가끔씩 생각날거 같아요ㅎㅎ
780,막국수,김촌 서울대입구 직영점,서울 관악구 관악로14길 6 1층,0507-1343-7192,음식이 맛있어요 1202,매장이 청결해요 639,재료가 신선해요 516,친절해요 489,양이 많아요 483,저번부터 오고싶어서 왔습니다 웨이팅 좀 있어도 금방 들어가구용 직원분들도 친절해서 좋았어요김찌는 달큰하고 고기가 참맛있어요 첨에 바로 육수 추가하면 더 좋은거 같아요 맛있었습니다 두루치기도 맛있는지 많이들 드시더라구여ㅕㅕ 담엔 두루치기임
781,막국수,화곡영양족발,서울 강서구 초록마을로2길 48 1층 화곡영양족발,0507-1319-7914,음식이 맛있어요 3821,양이 많아요 888,친절해요 698,가성비가 좋아요 559,재료가 신선해요 531,화곡에서 가장 유명하고 맛있는 족발이라 자부할 만큼 넘 좋은 음식을 먹고 와서 기분이 좋습니다 맛집이라 소문난곳을 내돈내산 하는 취미가 있어요~ 이곳의 매력은 쫀득 야들 두가지를 다잡은 족발과 서비스로 주시는 순대국입니다!! 순대도 넘 쫄깃한데 전체적으로 간이 세지않아 계속 들어갔네요 ㅎㅎ 막국수도 새콤달콤 양념에 족발과 함께 싸먹으니 궁합이 넘 좋더라고요!! 고기잡내 없었고 부드러운데 적당히 쫀득감도 느껴져서 제가 딱 선호하는 족발이었어요~ 재방문 의사 100프로 입니다! 주말 오후4시 방문에도 손님들 많았어요 ㅎ혹시 자세한 리뷰가 궁금하신 분들은 제 블로그 방문해주시면 더 자세하고 솔직한 후기 올라와있습니다 ㅎㅎhttps://blog.naver.com/limlimbo55/223325623346
782,막국수,수향가 사당직영점,"서울 서초구 남부순환로 2121-3 1, 2층",02-523-8799,음식이 맛있어요 320,친절해요 116,재료가 신선해요 91,단체모임 하기 좋아요 91,매장이 청결해요 82,넓어서 회식하기 좋아요
783,막국수,옹기종기감자옹심이,서울 구로구 서해안로30길 13-8 1층,070-8151-2454,음식이 맛있어요 925,친절해요 371,재료가 신선해요 291,특별한 메뉴가 있어요 231,양이 많아요 172,먼저보리밥에 열무비벼서 입가심하면 옹심이가나오는데 걸죽한들깨국물도 찐이고옹심이도 쫄깃쫄깃 맛있습니다.열무와 겉절이 둘다맛있어서 몇번씩 리필요청드렸는데 친절하게 가져다주셨어요.멀어서자주오진못하지만 추워지면 한번씩방문해요.
784,막국수,밀각 가락본점,서울 송파구 송파대로28길 27 송파성원쌍떼빌 101동 116호,0507-1465-9309,음식이 맛있어요 383,특별한 메뉴가 있어요 147,친절해요 146,매장이 청결해요 144,양이 많아요 129,고기가 야들야들 촉촉하고 잡내가 하나도 없어요 !!둘이 먹기 양도 적당하고 모든 반찬이 다 맛있었던 ••특히 기름장은 고추기름 + 향신료 인 것 같은데요게 진짜 특색있고 맛있어요.얼큰 칼국수는 기본적으로 살짝 심플한 맛이라후추 넣는것 추천합니당 맛이 더 깊어져요 !막걸리랑 양무침도 먹어보고 싶네용 
785,막국수,연남족발1987,서울 마포구 동교로 222 1층,070-7760-1086,음식이 맛있어요 590,양이 많아요 364,특별한 메뉴가 있어요 308,고기 질이 좋아요 274,친절해요 228,"족발튀김한상을 주문했는데 양도 많고 너무 부드럽고 맛있어요 곤드레밥도 왜케 맛있는지 배가 부르면서도 다 먹었네요메론크림막걸리는 정말 인생막걸리입니다달달하고 막걸리 냄새도 없는데, 취하긴하네요~튀김족발과 환상 조합입니다가성비도 짱!맛도 짱!양도 짱!"
786,막국수,박명도봉평메밀막국수,서울 용산구 원효로 184,02-717-7711,음식이 맛있어요 285,친절해요 100,재료가 신선해요 83,양이 많아요 79,가성비가 좋아요 41,네 또 갔어요.. 들기름막국수 먹으러 또 갔어요.... 제발제발제발제발 사람 한 명 살려준다고 치고 한 번만 드셔보세요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 너무 대박 강추천이에요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 제가 막국수에 좀 michin 사람이라서 막국수 먹으러 온갖 동네 도시 지역을 여행다녀봤는데 강원도에서 구해온 들깨랑 직접 담근 간장의 조합이 이렇게 맛있는 집은 여기가 원탑이에요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 박명도님이 누구신지 모르겠지만 저에게 행복을 가져다줘서 정말 감사해요 
787,막국수,성수족발,서울 성동구 아차산로7길 7 동진빌딩 1층 성수족발,02-464-0425,음식이 맛있어요 1582,친절해요 252,특별한 메뉴가 있어요 228,양이 많아요 209,고기 질이 좋아요 190,성수족발 여전히 맛있습니다 껍데기가 너무 쫄깃쫄깃하고 고기자체가 달달하면서 끊을 수 없는 중독적인 맛이예요. 양념 새우젓도 맛있어요 대자가 없어서 특으로 포장했는데 양이 많지는 않습니다. 무채랑 김치는 미리 포장해서 주셨는데 국물이 흘러서 아쉬웠습니다. 이부분이 아쉬웠지만 족발맛은 정말 최고입니다. 참고로 웨이팅은 각오 하셔야합니다.
788,막국수,봉평막국수,서울 종로구 자하문로1길 49,02-723-4830,음식이 맛있어요 417,재료가 신선해요 95,친절해요 80,양이 많아요 77,특별한 메뉴가 있어요 56,"15년 정도 전부터 가던 단골식당이었음. 코로나 기간 중 이전한 줄 모르고 찾았다가 이전한 곳이 멀지않아 찾아가서 겨울이면 늘 먹던 들깨수제비를 먹었는데 예전 맛이 안나 실망했음. 오늘 일때문에 근처를 찾은 김에 오랜만에 다시 방문했더니 들깨수제비는 사라졌대서 매생이굴떡국 주문. 찬으로 나온 열무는 거의 생이어서 맛없고, 사실상 유일한 찬인 무채는 평범. 떡국은 예상하는 평범한 맛인데 13,000원. 더이상은 안갈 것 같고 좋아하던 식당이 없어져 슬픔.."
789,막국수,깡통닭갈비,서울 관악구 남부순환로 1597-14 1층,0507-1387-7770,음식이 맛있어요 251,친절해요 117,가성비가 좋아요 60,특별한 메뉴가 있어요 43,직접 잘 구워줘요 36,매콤한 닭갈비에 주먹밥! 그리고 3천원짜리 소주면 한 달 스트레스가 그냥 스윽스윽 녹습니다요 매운맛도 적절하고 숯불향이 베어서 진짜맛있어요!!!!!! 다음엔 데리야키맛 먹으러 방문하겠습니다 히히
790,막국수,암사골 숯불닭갈비 성신여대점,서울 성북구 보문로32길 35 1층 101호,0507-1386-3891,음식이 맛있어요 526,고기 질이 좋아요 328,매장이 넓어요 262,친절해요 260,매장이 청결해요 227,친절하시고 닭 냄새도 안 나고 맛있어요! 다음에 또올게요~
791,막국수,원할머니국수보쌈 제2롯데월드몰직영점,서울 송파구 올림픽로 300 롯데월드몰 6층,0507-1475-4546,음식이 맛있어요 764,친절해요 192,매장이 청결해요 184,양이 많아요 166,재료가 신선해요 159,"약간의 대기 후 입장하였습니다. 불친절하다는 리뷰가 많았지만 크게 느끼지는 못했습니다.반상 종류 선택 -> 국수나 비빔밥 메뉴 중 하나 선택해 취향대로 구성하여 먹을 수 있어 좋았습니다. 메인메뉴로 주문한 육전비빔밥은 쉽게 접할 수 없는 메뉴라 맛있게 먹었고, 보쌈에서 고기 냄새가 살짝 났지만 크게 신경쓰일 정도는 아니라 무말랭이와 잘 먹었습니다. 콩나물국, 매실차 등 전체적인 반상 구성이 깔끔하면서 양도 많았어요."
792,막국수,밀각 대치직영점,서울 강남구 선릉로64길 24 지상1층,02-561-3334,음식이 맛있어요 233,매장이 청결해요 116,친절해요 114,양이 많아요 94,특별한 메뉴가 있어요 87,자주 가는 이삭토스트 바로 옆에 생긴 새로운 한티역맛집! 불금에 가족 단위로 테이블이 꽉차있어서 한번 놀라고 깔끔한 매장 분위기에 한번 더 놀랐어요!!! 일반족발인데 양이 엄청 많아요 잡내없이 밀각만의 비법으로 삶으신 것 같아요 특유의 향이 나는데 이게 밑반찬들이랑 조화로워서 맛있어요! 밑반찬도 엄청 깔끔하고 시원한 막국수에 고기 싸서 먹으면 저녁 끝!!! 배 든든하게 맛있게 먹었습니다
793,막국수,유진막국수,서울 용산구 장문로 18,0507-1328-2307,음식이 맛있어요 250,친절해요 71,재료가 신선해요 61,양이 많아요 43,특별한 메뉴가 있어요 38,"김치전골, 파전 등 모두 맛있고 친절하세요~! 감사히 맛있게 잘 먹었습니다 "
794,막국수,회기왕족발보쌈,서울 동대문구 회기로 158,02-966-4955,음식이 맛있어요 592,양이 많아요 171,친절해요 121,가성비가 좋아요 101,특별한 메뉴가 있어요 96,이 집의 포인트는 지방 많은 부위로 달라고해야 합니다. 김치는 정말 보쌈집중 1등이지만 퍽퍽살은 많이 퍽퍽합니다. 야들야들한 보쌈에 김치 조합 최고입니다. 살짝 매운데 그래도 너무너무 맛있어요.
795,막국수,영동족발 본점,서울 서초구 남부순환로358길 8 1층 영동족발 본점,02-571-3939,음식이 맛있어요 277,친절해요 60,양이 많아요 41,재료가 신선해요 39,특별한 메뉴가 있어요 35,명불허전 정말 맛있습니다. 서울3대 족발 맛집 중 하나라 방문해봤는데 실망을 시키지 않네요. 애매한 시간에도 문전성시를 이루는 곳에 연배있는 분들도 많이들 찾는거보니 맛집이긴 합니다.
796,막국수,진남포면옥,서울 중구 다산로 108,02-2252-2457,음식이 맛있어요 358,특별한 메뉴가 있어요 120,재료가 신선해요 75,친절해요 70,양이 많아요 49,찜닭은 나오는데 시간이 좀 걸려서 접시만두 먼저 먹었어요 김치가 조금 들어갔는지 매콤하고 속이 알차서 맛있었어요 이북식 찜닭은 살이 부드럽고 자박자박한 국물이 기름진데 맑아서 정말 맛있었어요 다대기에 겨자 식초 섞어먹는 양념도 잘 어울렸고 물막국수는 예상과 달리 단맛이 강했는데 겨자랑 식초 추가하니 중화돼서 잘 먹었어요
797,막국수,오근내 닭갈비,서울 용산구 이촌로29길 15,02-797-0131,음식이 맛있어요 675,친절해요 180,양이 많아요 160,재료가 신선해요 139,가성비가 좋아요 85,오근내2가 접근성이 더 좋고 요즘 너낌이지만나는 옛날 갬성을 좋아해서 본점으로..같은 용산이라 네이버지도 기준 두 지점은차로 2분 / 도보 6분 거리임돠~오근내는 꽤나 유명한 오래된 닭갈비집인데나는 유가* 매운닭갈비를 좋아해서 처음 방문ㅎㅎ사장님이 너무 친절하시고주차장은 따로 없지만 주차 문의하면 도와주십니다. 반찬을 비롯해 막국수나 닭갈비 양념이 진한 스탈이라짜진 않았지만 입맛에 따라 자극적일수도 있을듯..짝꿍과 전 호!! 맛있게 잘 먹고 왔습니다 테이블마다 볶음밥 필수로 주문하던데 너무 배불러서GG 담에는 밥도 볶아먹고 와야지 
798,막국수,춘천옥,서울 금천구 디지털로12길 19,02-868-9937,음식이 맛있어요 406,친절해요 104,재료가 신선해요 91,매장이 넓어요 50,매장이 청결해요 48,맛집이라고 해서 갔는데 너무 맛있었어요! 선지도 신선했고 보쌈도 부위별로 다양하게 있어서 좋았어요. 두툼하고! 김치도 맛있고..실패할 메뉴는 없는 듯 해요ㅎㅎ 다음에 오면 막국수도 먹어보고 싶어요..여긴 진짜 맛집!!
799,막국수,영동족발 양재3호점,서울 서초구 남부순환로 2628-18 1층 영동족발 양재3호점,0507-1426-0250,음식이 맛있어요 420,친절해요 83,양이 많아요 80,고기 질이 좋아요 69,단체모임 하기 좋아요 63,"보들보들 꿀맛입니다..! 중자와 대자 가격차이 3처넌이라서 두명인데도 그냥 대자 시켜서 남은거 포장합니다 맛 합격, 가격은 쫌만.."
800,막국수,허브족발,서울 영등포구 당산로 232 2층 허브족발,02-2633-4339,음식이 맛있어요 1096,친절해요 285,특별한 메뉴가 있어요 186,양이 많아요 182,단체모임 하기 좋아요 162,반반족발 시켜 먹었는뎅 막국수랑 싸먹어도 맛나고 같이 나온 겉절이도 맛이써요! 다만 족발양이 너무 적어졌어요 ㅠㅡㅠ 불족도 크기가 완전 애기족발.......그것만 빼면 만족만족
801,막국수,느루집,"서울 영등포구 당산로 34 112호, 113호",0507-1362-5201,음식이 맛있어요 464,친절해요 153,매장이 청결해요 142,매장이 넓어요 126,양이 많아요 117,"동생 생일이라서 처음 방문했어요 닭갈비 먹고 싶다고 해서 왔는데 넘 맛있어서 놀랐네요 닭고기 완전 부드럽구 나중에 볶음밥까지 먹는데 행복 그 자체였습니당 사장님, 직원분들도 친절하시구 다음에 또 올게요"
802,막국수,팔당족발,서울 강남구 학동로45길 7 201호,0507-1372-4686,음식이 맛있어요 974,고기 질이 좋아요 395,매장이 넓어요 315,양이 많아요 288,친절해요 270,강남구청역 맛집이라고 하기에는 확실하고 강남족발 전문점 중에서도 손가락 안에 들 정도로 진짜 부들부들한 식감이 일품이었어요 그리고 주차장도 넓은데 발렛 비용도 없어서 그 점도 좋았어요 매장도 진짜 넓고 평일이든 저녁이든 상관 없이 손님들이 항상 많은 곳입니다 배달의 민족 주문 일등이라는데 더 이상 긴 말이 필요할까 싶네요 삼대째 내려오는 레시피로 쭉 앞으로도 강남 맛집으로 승승장구 하셨으면 좋겠습니다 진짜 맛있는 족발 맞아요
803,물냉면,을밀대 평양냉면,서울 마포구 숭문길 24,02-717-1922,음식이 맛있어요 1712,특별한 메뉴가 있어요 612,양이 많아요 435,재료가 신선해요 384,친절해요 365,살얼음 살짝 올려진 채로 겨울에 먹는 냉면은 속을 싹 흝어 내리는 청량감이 너무나 매력 있다.특히 이집의 평.냉은 육향이 감아내는 당김이 좋고 통메밀을 갈아낸것으로 보이는 거뭇거뭇하면서 비교적 굵게 뽑아낸 면발은 투박하지만 쫄깃한 식감이 지배한다 .since 1971
804,물냉면,우래옥,서울 중구 창경궁로 62-29,02-2265-0151,음식이 맛있어요 3777,매장이 넓어요 1358,특별한 메뉴가 있어요 1212,양이 많아요 858,친절해요 772,왜⸌◦̈⃝⸍ʷʰʸ 미슐랭 맛집인지 진짜 먹어보면 압니다 알아요 평냉은 육수에서 고기의 맛이 진짜 진하게 나면서 같이 곁들어서 먹는 고기의 마블링도 진짜 미쳤어요비빔냉면은 또 왜⸌◦̈⃝⸍ʷʰʸ 맛있는건지… 저는 워낙에 비냉을 좋아해서 주문했는데 양념이 진짜 뒷맛이 이렇게 깔끔한 맛인건 처음이에요 다음엔 불고기도 꼭 먹어볼 거라서 재방문 예정입니다 진짜 미쳤다
