food,store_name,addr,tel,re_rank1,re_rank2,re_rank3,re_rank4,re_rank5,re_visitor
배추김치,반찬을부탁해,서울 강북구 솔매로 108,0507-1406-5795,미등록,미등록,미등록,미등록,미등록,미등록
배추김치,은교반찬 용문시장점,서울 용산구 효창원로42길 9 1층,0507-1495-1395,미등록,미등록,미등록,미등록,미등록,미등록
배추김치,부뚜막,서울 광진구 능동로37길 17,미등록,음식이 맛있어요 40,친절해요 16,가성비가 좋아요 16,양이 많아요 9,재료가 신선해요 6,양이 넉넉하고 다양한 안주가 있어요! 테이블이 많지 않지만 동네에서 술 마시기 좋아요!
배추김치,고봉한우소머리국밥,서울 강동구 천중로 195,02-485-8022,음식이 맛있어요 39,친절해요 23,가성비가 좋아요 13,재료가 신선해요 12,혼밥하기 좋아요 9,눈이 펑펑 오던 주말에 눈뜨자마자 해장하러 갔지요...강동구에선 소머리국밥으로 1등아닐까...싶습니다!!!
배추김치,엄마반찬,서울 성동구 상원길 60 1층,0507-1443-5775,음식이 맛있어요 21,친절해요 17,가성비가 좋아요 10,종류가 다양해요 10,재료가 신선해요 7,음식이 다양하고 맛있어요
배추김치,수라 반찬 장안점,서울 동대문구 장한로18길 36,0507-1352-8387,미등록,미등록,미등록,미등록,미등록,넘넘 친절하시구 반찬들도 맛나요
배추김치,시장농수산물,서울 용산구 후암로35길 26,0507-1328-7251,친절해요 16,종류가 다양해요 10,가성비가 좋아요 9,음식이 맛있어요 8,재료가 신선해요 7,홍어무침은 새콤달콤 맛있었어요. 그런데 양념게장이… 속이 다 물러서 냄새도 심하고 살도 다 흘러나왔어요… 날이 더워서인지.. 반찬가게인데 이런부분 신경쓰시면 좋겠어요.
배추김치,종가집할매족발보쌈,서울 도봉구 노해로 162,0507-1329-2020,미등록,미등록,미등록,미등록,미등록,미등록
배추김치,우리들분식,서울 광진구 자양로36길 18-1 1층,0507-1376-8440,미등록,미등록,미등록,미등록,미등록,미등록
배추김치,소담반찬,서울 은평구 통일로 907 1층 104호,02-356-8784,음식이 맛있어요 19,친절해요 9,가성비가 좋아요 8,재료가 신선해요 6,위생적이에요 4,조미료가 안 들어가서 담백하고 맛있다.
배추김치,건강야채,서울 용산구 효창원로40길 4,02-712-4568,미등록,미등록,미등록,미등록,미등록,미등록
배추김치,국사모,서울 도봉구 덕릉로57길 37,0507-1432-9605,음식이 맛있어요 128,친절해요 75,재료가 신선해요 44,종류가 다양해요 30,포장이 깔끔해요 27,👍👍
배추김치,이숙자찬방,서울 마포구 환일길 46,0507-1310-1645,미등록,미등록,미등록,미등록,미등록,미등록
불고기,십원집 봉천점,서울 관악구 봉천로 521 1층 십원집 봉천점,0507-1471-0058,음식이 맛있어요 584,친절해요 372,가성비가 좋아요 301,특별한 메뉴가 있어요 204,직접 잘 구워줘요 194,낙성대 찐 맛집 인정합니다👍가격도 착하고 양이 많아서 가성비로 맛있게 식사하고 왔어요~ 연탄 향이 나는 고기+ 새콤달콤한 마약국수랑 함께 먹으니 담에 또 오고싶더라고요~가족 모임 장소로 좋은 것 같아요 추천!
불고기,마더락 건대점,서울 광진구 광나루로37길 13 1층,0507-1392-1757,음식이 맛있어요 57,재료가 신선해요 45,양이 많아요 40,메뉴 구성이 알차요 29,반찬이 잘 나와요 29,도시락이 이렇게 고급스러울 수 있나요?!다른 도시락 사면 밥만 많고 반찬이 부족해서반 한가득에 반찬 엄청 아껴먹어야하는데마더락 도시락은 반찬이 진짜많아요!!자잘한 반찬만 많은게 아니라 메인이 많아요!!다른 반찬들도 다 맛있고 넉넉해여!!소불고기랑 떡갈비 먹었는데 소불고기는 달달고소해서밥이랑 먹기 넘 좋고 떡갈비는 진짜 찐 고소한 고기맛!!도시락이 아니라 진짜 제대로된 밥을 먹는 느낌이에요!!과일도시락에도 과일이 종류별로 꽤 들어있고신선하고 달달하고 넘 맛있어요!!자취하면 라면이나 햇반에 스팸같은 것만 먹기 마련인데..진짜 제대로된 밥을 먹는 느낌이라 더 좋았어요!넘 배부르게 잘먹었습니다~!
불고기,서울불고기,제주 서귀포시 동홍중앙로 17,0507-1313-1040,음식이 맛있어요 77,친절해요 48,가성비가 좋아요 33,양이 많아요 23,재료가 신선해요 16,밥도둑이에요 밥한공기 순삭반찬이 너무 맛있어요바쁜 와중에도 친절하시고 엄마 밥상 같다할까?단골할래요
불고기,옛맛서울불고기,서울 마포구 독막로 56,0507-1315-9371,음식이 맛있어요 752,양이 많아요 532,가성비가 좋아요 360,친절해요 193,재료가 신선해요 154,갈비탕의 경우 우리가 흔히 아는 그 맛이고일반 식당 갈비탕에 비해 1.5배~2배 정도 고기 양이 많아요무국은 마늘향이 깊게 나며 잡고기 다 때려넣은 엄청 푸짐한 고기국입니다.(뼈 없음)저는 갈비탕이 더 낫던데 아내는 무국이 낫다고 해요가격도 갈비탕 1.3만 무국 1.2만으로 저렴합니다.가게는 11시 30 오픈인데 저는 11시 10분 정도 도착해서 번호판 뽑고 12시 20분에 식사했어요오픈 시작하자마자 드시고 싶으면 10시 반 정도에는 오셔야하지 않을까 싶어요[결론]가격 저렴하고 고기 양이 어마어마합니다.서울대 논밭골 갈비탕보다 훨 양 많아요.
불고기,옛맛서울불고기,서울 광진구 아차산로 305 동화빌딩,02-453-8889,음식이 맛있어요 132,친절해요 44,양이 많아요 43,재료가 신선해요 36,매장이 청결해요 31,10년 된 단골집 자극적이지 않아서 자주 생각나진 않지만건강한 한끼가 그리울 때 가는 집입니다 반찬 하나하나 다 맛있어요 양은 전에는 3명이서 2인분 시켜야될 만큼 많앗었는데 지금에서야 좀 맞아진 느낌? ㅋㅋ같은 간판이여도 맛이 다 달라요구의점이 찐입니다! 추천
불고기,옛맛서울불고기 명동점,서울 중구 명동2길 57 1층,02-779-3000,음식이 맛있어요 147,친절해요 63,재료가 신선해요 28,매장이 넓어요 27,매장이 청결해요 27,불고기를 좋아해서 저녁 식사로 먹었어요. 깔끔하고 맛있어요... 고기 굽는 것을 조용히 도와주시네요^^
불고기,서울불고기,충남 논산시 연무읍 금곡1길 9-10,041-742-1504,음식이 맛있어요 11,친절해요 7,주차하기 편해요 4,양이 많아요 3,가성비가 좋아요 3,아들 훈련소 입대하느라 근처에서 먹었어요 맛은 그럭저럭 가격에 비해 좀 그렇네요
불고기,서울불고기,충남 아산시 배방읍 배방로173번길 14-3,041-546-3207,미등록,미등록,미등록,미등록,미등록,굿
불고기,착한서울불고기,서울 강서구 화곡로20길 16,02-2699-2290,음식이 맛있어요 82,친절해요 32,재료가 신선해요 18,가성비가 좋아요 17,양이 많아요 13,서울식불고기가 너무 먹고 싶어서 검색해보고 방문했어요!!! 추억의 음식!!! 너무 너무 맛있게 잘 먹고왔습니다! 너무 친절하시고 음식도 맛있고 또 갈꺼에요!!!
불고기,서울불고기,서울 서초구 방배중앙로 163 1층 서울 불고기,02-596-1150,음식이 맛있어요 38,친절해요 18,재료가 신선해요 11,특별한 메뉴가 있어요 10,혼밥하기 좋아요 9,사장님이 되게 친절하시고 사람이 되게 좋으세요!!불고기 맛집.. 여기 먹으러 서울와도 될 정도 ㅋㅋ반찬도 하나도 빠짐없이 다 맛있고 메인도 엄청 맛있어서 안남기고 다 먹었습니다설명도 되게 친절하게 잘 해주세요 !!다음에 다시 와볼만한 곳 !
불고기,서울불고기,서울 성북구 보국문로11길 18-2 황내과의원,02-941-5007,음식이 맛있어요 83,친절해요 40,양이 많아요 18,고기 질이 좋아요 13,재료가 신선해요 12,남편은 뚝배기불고기+저는 내장탕 점심으로 먹었어요 ~ 제가 먹은 내장탕은 조금 짜더라고요. 밑반찬은 깔끔 했습니다 ~
불고기,서울불고기,서울 금천구 독산로 268,02-866-9952,미등록,미등록,미등록,미등록,미등록,지나가다가 들어갔는데 완전 기대이상. 불고기가 많이 달지않고 딱 맛있게 간이 잘되어 있고 반찬도 잘나와서 만족스러웠습니다! 공기밥은 별도라 따로 추가해야해서 아쉬웠지만 따로 추가해서 먹을만큼 맛있었고 쌈채소가 신선해서 먹기 좋았습니다!
불고기,서울불고기,경북 영천시 시장5길 7,054-334-1111,미등록,미등록,미등록,미등록,미등록,불고기 엄청 맛있고 반찬도 다양하고 옛맛이 느껴져요~ 사장님 친절은 당연 덤이죠^^
불고기,참숯옛맛서울불고기,서울 동작구 노량진로 204,0507-1420-2371,음식이 맛있어요 54,친절해요 34,양이 많아요 25,가성비가 좋아요 18,매장이 넓어요 17,와 정말 너무 맛있어요💜 저희 가족이 자주 방문해서 외식하는 장소입니다 사장님두 친절하시구 고기 질두 너무 좋고 자꾸자꾸 생각나는 맛이에요 믿고 보는 맛집입니다 앞으로도 자주 이용할게요*-*
불고기,옛날서울불고기,경기 고양시 일산서구 대산로211번길 7-3 1층,0507-1413-6678,음식이 맛있어요 59,친절해요 34,재료가 신선해요 23,가성비가 좋아요 19,매장이 청결해요 18,이 가격에 이런 퀄리티 대박입니다!진짜 리얼 추천하고싶어요양도많고 맛은 우와 입니다 ㅜㅜ진짜 찐 찐 불고기맛집!
불고기,옛날불고기,서울 강동구 상암로12길 4 1층 옛날불고기,02-477-9236,음식이 맛있어요 556,친절해요 191,매장이 넓어요 172,단체모임 하기 좋아요 81,가성비가 좋아요 72,고기 직접 구워 주시는데 넘 편하고 좋더라구요반찬은 늘 변함이 없지만 고기도 맛있고 특히 오늘은 고기 구워주시는 이모님이 넘 맛있게 잘 구워 주셨어요 타지도 않게 어찌 그리 잘 구워주시던지 넘 맛나게 잘 먹었는데 조카가 식사가 늦어 앉아 있었는데 직원들이 계속 그릇이며 치우는데 기분이 안좋더라구요 꼭 빨리 나가라는 거 같았어요 그리고 그 아이들 먹는 아이스크림 스푼 꼭 물에 담궈 둬야하는지 넘 비위생적으로 보이더라구요 암튼 오늘도 잘 먹고 갑니다
불고기,대학가서울불고기,경기 오산시 궐동로69번길 61 로뎀빌,031-375-2915,음식이 맛있어요 54,가성비가 좋아요 26,친절해요 21,양이 많아요 19,재료가 신선해요 14,"콩불2인 중간맛,고기추가,라면사리,공기밥,볶음밥 주문했어요콩불 중간맛 꽤 맵고 좀 자극적이지만 맛있어요라면사리 초반에 시켰더니 양념 흡수해서 같이 나왔어요 볶음밥에 김,김치,날치알 들어있어요문 근처에 앉았는데 우풍이 엄청.. 춥네요직원들 친절하세요다음에 다른 요리 먹어보고 싶어요"
불고기,옛날서울불고기,경기 용인시 처인구 용문로 172,0507-1317-2848,음식이 맛있어요 67,친절해요 34,양이 많아요 16,재료가 신선해요 12,가성비가 좋아요 11,용인시장이 서는 경안천변쪽에 있어요 고기 맛도 질도 좋고 사장님 친절하세요
불고기,옛맛서울불고기,강원 인제군 북면 원통로 296,033-461-9285,음식이 맛있어요 20,친절해요 11,재료가 신선해요 5,양이 많아요 5,매장이 청결해요 5,남자 여자 고기 비율이 달라여ㅜㅜ 사시미는 언제먹어도 맛잇음😋
불고기,도니부대찌개,서울 영등포구 국회대로62길 25 지하1층,02-780-5539,음식이 맛있어요 48,친절해요 30,매장이 청결해요 24,양이 많아요 21,가성비가 좋아요 20,"간만에 부대찌개ㅎㅎ 사장님도 친절하시고, 맛도 귯귯!!"
불고기,화담,서울 송파구 올림픽로8길 12 화담,02-2202-8003,음식이 맛있어요 362,가성비가 좋아요 180,친절해요 162,양이 많아요 74,매장이 넓어요 46,와 집근처에 이런 곳 있는지 몰랐네요. 싸고 맛있고 냄새안나고 공기밥 계란찜 찌개 다 저렴하고 좋아요!
불고기,가우리 본점,부산 사하구 낙동남로1423번길 70,0507-1400-2293,음식이 맛있어요 22,고기 질이 좋아요 11,양이 많아요 10,단체모임 하기 좋아요 8,친절해요 7,친구랑 카페갔다가 배고파서 들렸는데 여기 하단 숨은 찐 맛집이에요! ㅋㅋㅋㅋ 진짜 인생 불고기랍니다 밑반찬도 맛있고 육사시미 처음 먹어봤는데 고소하고 쫀득하니 손님이 많은 이유가 있더라구요 저는 다음에 또 방문하려구요 사장님도 친절하고 좋아요!🤍🤍
불고기,한상도,서울 동작구 상도로 296 1층,0507-1399-0931,음식이 맛있어요 85,재료가 신선해요 48,매장이 청결해요 39,친절해요 38,건강한 맛이에요 28,오늘은 육개장 먹었어요~매장이 좀 넓었으면 좋겠는데...기다렸다가 먹었는데 지난번 리뷰달아드렸더니 떡갈비를 1접시 서비스로주셨어요☺️ 떡갈비도 부드럾고 맛있어요~
불고기,방배불백앤쭈꾸미,서울 서초구 방배중앙로 188,0507-1330-2579,음식이 맛있어요 175,친절해요 89,재료가 신선해요 81,양이 많아요 74,메뉴 구성이 알차요 71,늘 가는 곳이에요. 제철 한상 메뉴 구성 너무 알차고 오마카세 느낌 나요. 식재료 퀄리티 최상이고 방어회랑 우니랑 굴도 신선하고 맛있네요. 따스한 분위기에서 아늑하게 식사하기 좋고 회식하기에도 자리가 널찍해서 회사 동료들이랑 맛있게 저녁먹고 왔습니다👍🏻 맛집 잘찾았다고 다들 너무 좋아해서 이렇게 후기까지 남겨요!!! 치즈감자전은 예전에 한번 먹어보고 신세계라 충격이었구요. 쭈꾸미는 매콤하게 탱글탱글 맛있고 이번에 처음 나온 신메뉴같은데 수제비는 국물이 맑고 시원한게 쭈꾸미랑 궁합도 좋고 해장 제대로네요…근데 또 생맥은 왜이렇게 맛있나여?무생채부터 반찬 하나하나 버릴게 없는데 배우신분이 만드시는분.. 갈때마다 배부르게 잘 먹고 갑니다!!!
불고기,서울불고기식당,경남 함양군 함양읍 용평1길 4,055-963-4621,미등록,미등록,미등록,미등록,미등록,아 진짜여긴 꼭가야할 맛집!! 김치를 직접 담그신다는데 신김치 구워먹으면 진짜맛있구 밥달라하면 시락국이랑 같이나와요 항상 너무 맛있게 잘먹고있습니다 오래가주세요..
불고기,양푼이생고기김치찌개 충무로본점,서울 중구 충무로2길 10 1층,02-6949-1113,음식이 맛있어요 117,양이 많아요 50,재료가 신선해요 42,가성비가 좋아요 41,친절해요 25,가성비가 좋아요
불고기,도선상회,서울 성동구 고산자로 277 1층,0507-1397-0374,음식이 맛있어요 61,고기 질이 좋아요 48,친절해요 41,매장이 청결해요 31,가성비가 좋아요 21,목살보다 냉삼이 맛있어요. 가게가 깨끗한편이에요.
불고기,돼지국밥 순대국,서울 영등포구 대림로 202,02-846-8822,음식이 맛있어요 177,친절해요 59,양이 많아요 38,가성비가 좋아요 35,재료가 신선해요 34,든든하게 식사할 수 있어 좋습니다
불고기,샤브샤브온,경기 구리시 경춘로 261 지하1층,010-5187-5486,음식이 맛있어요 178,재료가 신선해요 90,혼밥하기 좋아요 66,친절해요 60,가성비가 좋아요 47,가성비 맛 다 좋아요 근데 직원분이 너무 부족해서 식사시간대에는 손이 많이 부족해보이네요 저녁시긴에 두분이서 동분서주하고 손님들은 뭐하나시키려면 한참 기다리고...
비빔냉면,우래옥,서울 중구 창경궁로 62-29,02-2265-0151,음식이 맛있어요 3782,매장이 넓어요 1358,특별한 메뉴가 있어요 1213,양이 많아요 858,친절해요 773,왜⸌◦̈⃝⸍ʷʰʸ 미슐랭 맛집인지 진짜 먹어보면 압니다 알아요🥹 평냉은 육수에서 고기의 맛이 진짜 진하게 나면서 같이 곁들어서 먹는 고기의 마블링도 진짜 미쳤어요🫠❤️비빔냉면은 또 왜⸌◦̈⃝⸍ʷʰʸ 맛있는건지… 저는 워낙에 비냉을 좋아해서 주문했는데 양념이 진짜 뒷맛이 이렇게 깔끔한 맛인건 처음이에요‼️‼️‼️ 다음엔 불고기도 꼭 먹어볼 거라서 재방문 예정입니다😋🩵 진짜 미쳤다‼️‼️‼️‼️‼️‼️‼️‼️🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟
비빔냉면,진미평양냉면,서울 강남구 학동로 305-3,02-515-3469,음식이 맛있어요 1693,특별한 메뉴가 있어요 586,양이 많아요 378,재료가 신선해요 359,매장이 넓어요 294,"부모님을 모시고 4명이 방문했습니다 오늘은 바로 식사가 가능했구요, 어복쟁반(소), 만두, 냉면 2인분 주문했는데 양이 푸짐해서 매우 배부르게 먹었습니다 가격은 111,000원...(소주1병 포함)...생각해보니 가성비 좋은 편이네요~"
비빔냉면,을밀대 평양냉면,서울 마포구 숭문길 24,02-717-1922,음식이 맛있어요 1713,특별한 메뉴가 있어요 612,양이 많아요 435,재료가 신선해요 384,친절해요 365,살얼음 살짝 올려진 채로 겨울에 먹는 냉면은 속을 싹 흝어 내리는 청량감이 너무나 매력 있다.특히 이집의 평.냉은 육향이 감아내는 당김이 좋고 통메밀을 갈아낸것으로 보이는 거뭇거뭇하면서 비교적 굵게 뽑아낸 면발은 투박하지만 쫄깃한 식감이 지배한다 .since 1971
비빔냉면,해주냉면 본점,서울 송파구 백제고분로7길 8-16,02-424-7192,음식이 맛있어요 1367,특별한 메뉴가 있어요 501,친절해요 468,혼밥하기 좋아요 435,가성비가 좋아요 290,20대 초부터 변함없이 쭉 아끼는 내 사랑 해주냉면❤️이제야 리뷰를 쓰네요😢 반성합네당ㅎㅎ👉👈며칠 전부터 매운 게 너무 땡겨서 급하게 다른 음식들로 달래보았어요.. 그러나 역시 해주만 한 게 없네요!!또 깨달음을 얻습니다🤣해주가면 무조건 비냉으로 가는데 너무 맵다 싶으면 냉육수 부탁하세용! 원하는 만큼 부어주십니다😊매운 음식 사랑은 어디서 지지 않지만 땀 엄청 흘리면서 먹는 편이에요 힛🤭이러면서 스트레스 해소 아시져?ㅋㅋ오랜만에 먹어서 더 땀이 났는지 지켜보시던 사장님이 참기름 한 바퀴 두르는 걸 추천해 주셔서 맛도 궁금! 챔기름 한바꾸 쫙~했드니 와우! 꼬숩고 맛있어요😍 하.. 이래서 해주죠! 챔기름 추천해주신 사장님 감사해요!😆결론. 해주랑은 절대 이별 못해요!찐으로 사랑합니다😍
비빔냉면,필동면옥,서울 중구 서애로 26,02-2266-2611,음식이 맛있어요 1832,특별한 메뉴가 있어요 581,친절해요 359,재료가 신선해요 345,매장이 넓어요 308,"인생 두 번째 평냉 도전기...✏️인생 첫 평냉 을*대에서 먹고 앞으로 내 인생에 평냉은 없다고 다짐했는데,어쩌다보니 또 평냉을 먹으러 갔어요?(드라마에 나오는 것 처럼 막 자꾸 생각나고 그래서 먹으러 간 건 아님... 어쩌다 억지로 가게 된...)근데 여긴 또 생각날 것도 같은 맛이에요😮물냉 육수만 먹었을 때 간간했고, 면을 풀었는데도 육수랑 어우러진 맛이 나쁘지 않았어요.깔끔하면서 메밀면 토독 끊기는 식감이 재밌는?그래도 평냉은 평냉이라 물냉면은 도전정신 조금 필요한 맛이긴 한데,비빔냉면은 그냥 맛있어버림~~🫢🫢파 가득한 달큰한 양념장이 너무 독특하고, 파가 많이 씹히는 식감이 거슬림 없이 기분 좋게 느껴져요!양념장이 정말 색다른 맛🤔필동냉면은 비냉 먹으러 또 오고 싶네요!!"
비빔냉면,진영면옥,서울 금천구 가산로 22-5,0507-1367-2383,음식이 맛있어요 689,재료가 신선해요 315,친절해요 293,매장이 청결해요 240,특별한 메뉴가 있어요 194,"여름엔 사람이 많아 실패했는데, 오늘은 정말 운 좋게 바로 들어갔습니다. 겨울이라 곰탕먹었는데 깔끔한 국물이 인상적이고 수육, 녹두전, 비빔냉면도 맛있더라구요.자극적인 맛이 아니라 속이 편안하고 담백함이 매력인 집이었구요. 저희팀이 앉고 금방 대기 걸리더라구요.곰탕은 또 먹고 싶네요. 같이 간 분들은 녹두전을 엄청 호평했어요. 녹두전도 한번 드셔 보세요!!"
비빔냉면,남포면옥,서울 중구 을지로3길 24,02-777-2269,음식이 맛있어요 1174,매장이 넓어요 421,친절해요 404,특별한 메뉴가 있어요 391,재료가 신선해요 317,종로에 갔다가 날씨가 너무 추워서 남포 면옥에 찾아갔어요! 일요일 점심에 갔는데 안에 자리 여유가 많아서 웨이팅은 없었고 점심 시간 되니 사람이 들어차긴 하더라구요 음식은 추워서 냉면은 못시키고 따뜻한 온면이랑 육개장 시켰는데 둘다 따끈하니 좋았고 온면은 고소한 참기름 냄새가 나는 맑은국물이었는데 되게 슴슴해서 자극적인맛 좋아하는 분보단 평냉 처럼 슴슴한맛 좋아하시는분 좋아할거 같고 면이 당면은 아닌데 잘 끊기는 투명한 면이더라구요 식감이 처음 먹어보는 면이었어요 온면은 양이 되게 많았어요. 육개장은 제가 맵찔이라 제 입맛엔 좀 많이 칼칼했는데 일반분들은 그냥 맛있게 맵다고 느낄 맛이었고 계란 후라이가 들어있어서 특이했어요 육개장엔 밥이 같이 나오니깐 딱 말아먹으면 좋아요!
비빔냉면,서북면옥,서울 광진구 자양로 199-1 서북면옥,02-457-8319,음식이 맛있어요 742,특별한 메뉴가 있어요 222,가성비가 좋아요 188,친절해요 168,재료가 신선해요 161,서북면옥은 사랑입니다🫶🏾평양냉면 제일 맛있는집..육수와 메밀면을 씹으면 너무 구수하고 시원하고정말 깔끔한 맛 그 자체 입니다.이북식만두도 빼놓지 않고 시켜야하는곁들임 메뉴입니다.서북면옥 만두를 너무 좋아하는 1인으로만두 정말 맛있습니다.물냉면 먹으니 비빔냉면이 넘 먹고싶어사리로 시켰습니다. 고기고명은 없지만양념장과 메밀면의 어울어짐이 최고입니다.어린아기는 같이 못와서 아쉽지만냉동만두 포장해서 집에서 먹인답니다~
비빔냉면,서관면옥 교대본점,서울 서초구 서초대로56길 11,0507-1403-9946,음식이 맛있어요 918,특별한 메뉴가 있어요 427,재료가 신선해요 399,친절해요 355,매장이 청결해요 263,"서관면옥 면상 너무 맛있고 정성스러워서 친구에게 꼭 한번 소개하고 싶었는데, 눈길에 먼길 찾아간 곳에 따뜻하게 맞아주시고, 친구가 너무 맛있고 음식은 눈으로 먼저 먹는 거라며 감동해서 오늘 너무 완벽한 하루가 되었네요. 친절한 직원분들 그리고 맛있고 정성스러운 음식 오늘도 잘 먹고 왔습니다. 감사하다는 말 꼭 남기고 싶네요 😊👍"
비빔냉면,오장동함흥냉면,서울 중구 마른내로 108 오장동함흥냉면,02-2267-9500,음식이 맛있어요 1188,매장이 넓어요 418,매장이 청결해요 224,재료가 신선해요 223,친절해요 222,남편이 냉면을 좋아해서맛있다는 냉면집은 다가보는 것 같아요.맛있답니다.서울와서 홍어를 먹어보고는홍어회무침은 맛나더라고요~^^무안하게 잘먹을 수 있는 것같아요.맛있었답니다. 저는 그냥먹고 남편은 양념 더 추가해서 먹었는데 취양것 먹음 될것같아요.여기 면수가 정말 맛났어요 ㅎㅎㅎ추워서인지 계속 마시게 되더라고요.
비빔냉면,서래냉면 롯데월드몰점,서울 송파구 올림픽로 300 롯데월드몰 5층,02-3213-4524,음식이 맛있어요 1661,친절해요 553,매장이 넓어요 460,뷰가 좋아요 446,매장이 청결해요 406,"영화 보러 갔다가 저녁 먹으러 갔는데요, 다른 음식점은 너무 무거운 음식점들이어서 이곳을 선택했어요. 맛도 있고, 정말 좋네요. 냉면의 육수가 끝내줘요. 영화 보기 전 빨리 식사를 해결하기 좋은 곳이에요. 맛도 좋고요."
비빔냉면,정인면옥 본점,서울 영등포구 국회대로76길 10 기독교침례회총회빌딩 1층,02-2683-2615,음식이 맛있어요 1129,매장이 넓어요 422,재료가 신선해요 287,매장이 청결해요 265,특별한 메뉴가 있어요 260,한우육개장에 두툼한 한우가 입에 녹음. 한우에 진심이 느껴지는 육개장. 겨울에 먹어도 시원한 평양냉면. 속알찬 접시만두까지 금요일점심 행복했음
비빔냉면,동아냉면 이태원점,서울 용산구 대사관로 45-1,02-796-7442,음식이 맛있어요 870,혼밥하기 좋아요 167,매장이 넓어요 164,가성비가 좋아요 151,친절해요 128,늦게 배운 맛있게 🌶 매운 맛이태원 동아 냉면💕진짜 더 좋은 건냉면에 양을 조절해서 주문할 수있어서넘. 맘에 들어요^^~~소 2개에 만두 1면 넘행복해진답니다 ㅋㅋ만두속도 느끼하지않고촉촉해서 완전👍👍👍한달에 한번 이상 생각나서찾아가는 맴찌리 저에게 딱인곳~~
비빔냉면,아소정,서울 마포구 백범로25길 9,02-703-5959,음식이 맛있어요 855,친절해요 214,특별한 메뉴가 있어요 171,재료가 신선해요 163,양이 많아요 114,"음식 하나하나 다 정성스런 맛이예요!갈비찜은 단짠 밸런스 좋고 고기가 진짜 부드러워요! 냉면의 면도 직접 뽑는 것 같고 육수가 진짜 시원합니다. 솥밥은 꼭 인원수 맞게 한번에 주문하세요ㅎㅎ 너무 맛있어서 나눠먹기 불가,,,🥹"
비빔냉면,소사면옥,서울 광진구 능동로 270 1층,0507-1404-0904,음식이 맛있어요 760,친절해요 336,매장이 청결해요 293,재료가 신선해요 283,혼밥하기 좋아요 161,"서울옛날불고기 진짜 맛있어요. 고기질도 좋고 신선한 야채와 버섯, 당면, 간장베이스의 국물까지~~전 공기밥 시켜서 말아먹었어요. 역시 한식대가의 가게는 다르네요.코다리 비빔냉면 곱빼기도 먹었는데, 큼직한 코다리가 잔뜩 들어 있어요. 진짜 배터지는 줄 알았네요!"
비빔냉면,부원면옥,서울 중구 남대문시장4길 41-6 부원상가 2층,02-753-7728,음식이 맛있어요 652,가성비가 좋아요 192,특별한 메뉴가 있어요 181,친절해요 158,재료가 신선해요 124,"평냉에 오이와 무가 많이 나와서 더더욱 시원~ 하게 먹었어요.닭무침 정말 쏘주각이예요. 소스의 다대기가 강하게 들어가 잡내를 확 잡아주고요, 터프하게 잘린 고기가 씹는 재미를 줘요. 양도 꽤 많아요. 그리고 빈대떡!!!! 겉바속초의 끝판왕 같아요. 순희네와는 전혀 다른 스타일이예요. 여긴 거의 파티쉐가 크로아상 만들려고 했나? 싶을 정도의 얇은 바삭함이 빈대떡 겉면. 에서 느껴지고 속은 정말 촉촉촉-강추합니다."
비빔냉면,이조면옥,서울 강서구 양천로 353,02-3661-3457,음식이 맛있어요 1716,매장이 넓어요 523,주차하기 편해요 508,친절해요 338,양이 많아요 308,"식전 육수는 변함없이 짭조름하면서도 깔끔해요.엄청난 갈비살과 맑으면서도 개운하고 시원한 국물 맛은 예술이에요.왕만두도 큼직하고 내용물도 알차고 맛있어요.냉면은 두말할 것 없이 최강 맛집이구요.오늘은 깍두기가 평소보다 조금더 익은 듯 하고 끈적거림이 있는데, 매콤하면서 달달하고 시원한 맛은 변함없어요"
비빔냉면,함흥면옥 압구정점,서울 강남구 논현로 826 제이와이빌딩,02-515-2505,음식이 맛있어요 570,친절해요 151,혼밥하기 좋아요 113,재료가 신선해요 110,매장이 청결해요 103,안 달아요 맛있고 깔끔해요 의외로 만두도 육즙있고 괜찮아요
비빔냉면,서관면옥 은평한옥마을점,서울 은평구 연서로 514 담인빌딩 2층,0507-1407-5735,음식이 맛있어요 351,특별한 메뉴가 있어요 154,재료가 신선해요 150,매장이 청결해요 138,친절해요 131,"어복쟁반은 담음새만 특별하지 맛없는 곳도 많은데, 여긴 다양한 부위에 야채도 다양하고 백목이버섯까지 다 맛있네요. 살얼음 섞인 무생채가 별미예요. 매장에서 먹고 가족들 생각나서 포장해왔는데 육수도 넉넉히 주시고 반찬까지~ 완전넉넉히 주십니다. 다만 포장은 좀 헐렁해서 차안에서 쏟아지기 쉬워요.(저는 병이 넘어져 육수가 많이 흘렀어요.)포장하시는 분들은 조심하시길!"
